Station Name,Date/Time (LST),Year,Month,Day,Hour,Temperature,Dew Point Temperature,Wind_Speed,Precipitation,Station Pressure,Humidity,Windchill
ELORA RCS,2018-01-01 06:00:00,2018,1,1,6,-22.5,-24.8,0,0.0,98.06,82.0,
ELORA RCS,2018-01-01 07:00:00,2018,1,1,7,-23.2,-25.7,0,0.0,98.04,80.0,
ELORA RCS,2018-01-01 08:00:00,2018,1,1,8,-22.3,-24.6,0,0.0,98.03,81.0,
ELORA RCS,2018-01-01 09:00:00,2018,1,1,9,-20.0,-22.1,4,2.7,98.02,84.0,-23.0
ELORA RCS,2018-01-01 10:00:00,2018,1,1,10,-15.9,-17.6,14,0.0,98.01,87.0,-24.0
ELORA RCS,2018-01-01 11:00:00,2018,1,1,11,-13.8,-15.3,26,0.0,97.99,88.0,-24.0
ELORA RCS,2018-01-01 12:00:00,2018,1,1,12,-12.9,-14.5,29,0.0,97.91,88.0,-23.0
ELORA RCS,2018-01-01 13:00:00,2018,1,1,13,-11.3,-13.4,27,0.0,97.86,85.0,-21.0
ELORA RCS,2018-01-01 14:00:00,2018,1,1,14,-11.2,-15.0,33,0.0,97.81,73.0,-22.0
ELORA RCS,2018-01-01 15:00:00,2018,1,1,15,-12.2,-14.8,28,0.0,97.9,81.0,-22.0
ELORA RCS,2018-01-01 16:00:00,2018,1,1,16,-12.5,-15.5,29,0.0,97.96,78.0,-23.0
ELORA RCS,2018-01-01 17:00:00,2018,1,1,17,-12.5,-15.6,26,0.0,98.0,78.0,-22.0
ELORA RCS,2018-01-01 18:00:00,2018,1,1,18,-12.8,-15.3,19,0.0,98.08,82.0,-21.0
ELORA RCS,2018-01-01 20:00:00,2018,1,1,20,-14.3,-17.4,16,0.0,98.16,78.0,-22.0
ELORA RCS,2018-01-01 21:00:00,2018,1,1,21,-14.3,-17.1,13,0.0,98.18,80.0,-21.0
ELORA RCS,2018-01-01 22:00:00,2018,1,1,22,-14.2,-16.4,7,0.0,98.19,83.0,-19.0
ELORA RCS,2018-01-01 23:00:00,2018,1,1,23,-14.1,-16.1,6,0.0,98.17,85.0,-18.0
ELORA RCS,2018-01-02 00:00:00,2018,1,2,0,-14.1,-15.9,8,0.0,98.13,86.0,-19.0
ELORA RCS,2018-01-02 01:00:00,2018,1,2,1,-14.2,-15.9,6,0.0,98.06,87.0,-18.0
ELORA RCS,2018-01-02 02:00:00,2018,1,2,2,-10.3,-11.7,26,0.7,98.0,89.0,-19.0
ELORA RCS,2018-01-02 03:00:00,2018,1,2,3,-10.3,-12.0,34,0.0,98.03,87.0,-20.0
ELORA RCS,2018-01-02 04:00:00,2018,1,2,4,-10.3,-12.0,36,0.0,98.02,87.0,-21.0
ELORA RCS,2018-01-02 05:00:00,2018,1,2,5,-11.7,-13.5,34,0.0,98.03,86.0,-22.0
ELORA RCS,2018-01-02 06:00:00,2018,1,2,6,-12.1,-13.7,34,0.0,98.01,87.0,-23.0
ELORA RCS,2018-01-02 07:00:00,2018,1,2,7,-13.0,-14.8,27,0.0,98.0,86.0,-23.0
ELORA RCS,2018-01-02 08:00:00,2018,1,2,8,-13.1,-14.9,29,0.0,97.9,86.0,-23.0
ELORA RCS,2018-01-02 09:00:00,2018,1,2,9,-13.1,-15.0,32,0.0,97.86,85.0,-24.0
ELORA RCS,2018-01-02 10:00:00,2018,1,2,10,-13.1,-15.1,34,0.0,97.79,85.0,-24.0
ELORA RCS,2018-01-02 11:00:00,2018,1,2,11,-12.8,-14.9,35,0.0,97.77,84.0,-24.0
ELORA RCS,2018-01-02 12:00:00,2018,1,2,12,-11.7,-13.8,35,0.0,97.69,84.0,-22.0
ELORA RCS,2018-01-02 13:00:00,2018,1,2,13,-11.3,-13.7,32,0.0,97.59,82.0,-22.0
ELORA RCS,2018-01-02 14:00:00,2018,1,2,14,-11.6,-13.9,36,0.0,97.53,83.0,-22.0
ELORA RCS,2018-01-02 15:00:00,2018,1,2,15,-11.4,-13.6,35,0.0,97.51,83.0,-22.0
ELORA RCS,2018-01-02 16:00:00,2018,1,2,16,-11.2,-13.5,32,0.0,97.51,83.0,-21.0
ELORA RCS,2018-01-02 17:00:00,2018,1,2,17,-12.9,-15.1,27,0.0,97.51,83.0,-23.0
ELORA RCS,2018-01-02 18:00:00,2018,1,2,18,-14.1,-16.1,27,0.0,97.53,84.0,-24.0
ELORA RCS,2018-01-02 19:00:00,2018,1,2,19,-14.6,-16.7,19,0.0,97.51,84.0,-23.0
ELORA RCS,2018-01-02 20:00:00,2018,1,2,20,-15.5,-17.5,20,0.0,97.47,84.0,-25.0
ELORA RCS,2018-01-02 21:00:00,2018,1,2,21,-15.6,-17.8,19,0.0,97.41,83.0,-25.0
ELORA RCS,2018-01-02 22:00:00,2018,1,2,22,-15.8,-18.2,22,0.0,97.35,82.0,-26.0
ELORA RCS,2018-01-02 23:00:00,2018,1,2,23,-15.8,-18.7,21,0.0,97.35,78.0,-25.0
ELORA RCS,2018-01-03 00:00:00,2018,1,3,0,-16.4,-20.2,19,0.0,97.34,72.0,-26.0
ELORA RCS,2018-01-03 01:00:00,2018,1,3,1,-17.0,-20.8,15,0.0,97.29,73.0,-25.0
ELORA RCS,2018-01-03 02:00:00,2018,1,3,2,-17.2,-20.9,19,0.0,97.22,73.0,-27.0
ELORA RCS,2018-01-03 03:00:00,2018,1,3,3,-16.1,-20.6,23,0.0,97.25,68.0,-26.0
ELORA RCS,2018-01-03 04:00:00,2018,1,3,4,-15.9,-20.7,22,0.0,97.2,66.0,-26.0
ELORA RCS,2018-01-03 05:00:00,2018,1,3,5,-15.5,-20.4,19,0.0,97.17,66.0,-25.0
ELORA RCS,2018-01-03 06:00:00,2018,1,3,6,-15.0,-20.2,24,0.0,97.12,65.0,-25.0
ELORA RCS,2018-01-03 07:00:00,2018,1,3,7,-14.8,-19.2,22,0.0,97.11,69.0,-24.0
ELORA RCS,2018-01-03 08:00:00,2018,1,3,8,-14.4,-18.3,23,0.0,97.07,72.0,-24.0
ELORA RCS,2018-01-03 09:00:00,2018,1,3,9,-13.9,-18.1,23,0.0,97.03,71.0,-23.0
ELORA RCS,2018-01-03 10:00:00,2018,1,3,10,-13.4,-17.7,21,0.0,97.04,70.0,-22.0
ELORA RCS,2018-01-03 11:00:00,2018,1,3,11,-12.5,-17.5,24,0.0,96.98,66.0,-22.0
ELORA RCS,2018-01-03 12:00:00,2018,1,3,12,-11.0,-15.9,26,0.0,96.87,67.0,-20.0
ELORA RCS,2018-01-03 13:00:00,2018,1,3,13,-10.5,-13.9,35,0.0,96.74,76.0,-21.0
ELORA RCS,2018-01-03 14:00:00,2018,1,3,14,-10.0,-13.3,28,0.0,96.67,77.0,-19.0
ELORA RCS,2018-01-03 15:00:00,2018,1,3,15,-10.2,-12.8,32,0.0,96.65,81.0,-20.0
ELORA RCS,2018-01-03 16:00:00,2018,1,3,16,-10.4,-12.7,26,0.0,96.66,83.0,-19.0
ELORA RCS,2018-01-03 17:00:00,2018,1,3,17,-10.8,-13.1,25,0.0,96.69,83.0,-20.0
ELORA RCS,2018-01-03 18:00:00,2018,1,3,18,-11.2,-13.5,21,0.0,96.77,83.0,-20.0
ELORA RCS,2018-01-03 19:00:00,2018,1,3,19,-11.5,-13.7,16,0.0,96.84,84.0,-19.0
ELORA RCS,2018-01-03 20:00:00,2018,1,3,20,-11.6,-13.8,16,0.0,96.85,84.0,-19.0
ELORA RCS,2018-01-03 21:00:00,2018,1,3,21,-11.6,-13.4,18,0.0,96.81,87.0,-19.0
ELORA RCS,2018-01-03 22:00:00,2018,1,3,22,-11.5,-13.5,18,0.0,96.77,86.0,-19.0
ELORA RCS,2018-01-03 23:00:00,2018,1,3,23,-11.4,-13.3,17,0.0,96.72,86.0,-19.0
BRANTFORD AIRPORT,2018-01-02 21:00:00,2018,1,2,21,-12.7,-16.0,33,0.0,99.15,76.0,-23.0
BRANTFORD AIRPORT,2018-01-01 00:00:00,2018,1,1,0,-23.5,-25.5,0,0.0,99.93,83.0,
BRANTFORD AIRPORT,2018-01-01 01:00:00,2018,1,1,1,-25.2,-27.7,0,0.0,99.93,80.0,
BRANTFORD AIRPORT,2018-01-01 02:00:00,2018,1,1,2,-24.4,-26.5,6,0.0,99.92,83.0,-30.0
BRANTFORD AIRPORT,2018-01-01 03:00:00,2018,1,1,3,-23.4,-25.5,5,0.0,99.9,83.0,-28.0
BRANTFORD AIRPORT,2018-01-01 04:00:00,2018,1,1,4,-23.0,-25.1,5,0.0,99.85,83.0,-28.0
BRANTFORD AIRPORT,2018-01-01 05:00:00,2018,1,1,5,-22.6,-24.6,7,0.0,99.8,84.0,-29.0
BRANTFORD AIRPORT,2018-01-01 06:00:00,2018,1,1,6,-22.6,-24.6,13,0.0,99.78,84.0,-32.0
BRANTFORD AIRPORT,2018-01-01 07:00:00,2018,1,1,7,-18.9,-20.6,13,0.0,99.77,87.0,-27.0
BRANTFORD AIRPORT,2018-01-01 08:00:00,2018,1,1,8,-19.3,-20.9,16,0.0,99.74,87.0,-29.0
BRANTFORD AIRPORT,2018-01-01 09:00:00,2018,1,1,9,-15.1,-16.6,28,0.0,99.72,89.0,-26.0
BRANTFORD AIRPORT,2018-01-01 10:00:00,2018,1,1,10,-13.8,-15.5,24,0.2,99.74,87.0,-23.0
BRANTFORD AIRPORT,2018-01-01 11:00:00,2018,1,1,11,-13.1,-16.3,30,0.0,99.76,77.0,-24.0
BRANTFORD AIRPORT,2018-01-01 12:00:00,2018,1,1,12,-12.7,-16.3,27,0.0,99.71,74.0,-23.0
BRANTFORD AIRPORT,2018-01-01 13:00:00,2018,1,1,13,-12.7,-16.0,32,0.0,99.63,76.0,-23.0
BRANTFORD AIRPORT,2018-01-01 14:00:00,2018,1,1,14,-12.2,-15.0,34,0.0,99.59,79.0,-23.0
BRANTFORD AIRPORT,2018-01-01 15:00:00,2018,1,1,15,-11.6,-14.2,37,0.0,99.6,81.0,-23.0
BRANTFORD AIRPORT,2018-01-01 16:00:00,2018,1,1,16,-11.6,-14.5,35,0.0,99.65,79.0,-22.0
BRANTFORD AIRPORT,2018-01-01 17:00:00,2018,1,1,17,-12.2,-14.8,31,0.0,99.69,82.0,-23.0
BRANTFORD AIRPORT,2018-01-01 18:00:00,2018,1,1,18,-12.6,-14.9,29,0.0,99.76,83.0,-23.0
BRANTFORD AIRPORT,2018-01-01 19:00:00,2018,1,1,19,-12.5,-14.8,28,0.0,99.81,83.0,-22.0
BRANTFORD AIRPORT,2018-01-01 20:00:00,2018,1,1,20,-12.4,-14.4,25,0.0,99.83,85.0,-22.0
BRANTFORD AIRPORT,2018-01-01 21:00:00,2018,1,1,21,-12.0,-13.9,24,0.0,99.83,86.0,-21.0
BRANTFORD AIRPORT,2018-01-01 22:00:00,2018,1,1,22,-12.1,-14.0,26,0.0,99.85,85.0,-22.0
BRANTFORD AIRPORT,2018-01-01 23:00:00,2018,1,1,23,-11.9,-13.7,24,0.0,99.85,86.0,-21.0
BRANTFORD AIRPORT,2018-01-02 00:00:00,2018,1,2,0,-11.7,-13.5,31,0.0,99.84,86.0,-22.0
BRANTFORD AIRPORT,2018-01-02 01:00:00,2018,1,2,1,-11.9,-13.6,35,0.0,99.8,87.0,-23.0
BRANTFORD AIRPORT,2018-01-02 02:00:00,2018,1,2,2,-11.6,-13.9,35,0.0,99.8,83.0,-22.0
BRANTFORD AIRPORT,2018-01-02 03:00:00,2018,1,2,3,-11.8,-14.4,37,0.0,99.8,81.0,-23.0
BRANTFORD AIRPORT,2018-01-02 04:00:00,2018,1,2,4,-11.8,-14.4,38,0.0,99.82,81.0,-23.0
BRANTFORD AIRPORT,2018-01-02 05:00:00,2018,1,2,5,-12.7,-15.2,36,0.0,99.8,81.0,-24.0
BRANTFORD AIRPORT,2018-01-02 06:00:00,2018,1,2,6,-13.5,-16.1,27,0.0,99.81,81.0,-24.0
BRANTFORD AIRPORT,2018-01-02 07:00:00,2018,1,2,7,-14.7,-17.3,27,0.0,99.81,81.0,-25.0
BRANTFORD AIRPORT,2018-01-02 08:00:00,2018,1,2,8,-15.1,-17.2,26,0.0,99.73,83.0,-25.0
BRANTFORD AIRPORT,2018-01-02 09:00:00,2018,1,2,9,-14.6,-16.4,34,0.0,99.68,86.0,-26.0
BRANTFORD AIRPORT,2018-01-02 10:00:00,2018,1,2,10,-13.0,-14.9,36,0.0,99.62,86.0,-24.0
BRANTFORD AIRPORT,2018-01-02 11:00:00,2018,1,2,11,-12.2,-14.2,41,0.0,99.59,85.0,-24.0
BRANTFORD AIRPORT,2018-01-02 12:00:00,2018,1,2,12,-11.2,-13.6,41,0.0,99.48,82.0,-22.0
BRANTFORD AIRPORT,2018-01-02 13:00:00,2018,1,2,13,-9.9,-12.7,39,0.0,99.38,80.0,-21.0
BRANTFORD AIRPORT,2018-01-02 14:00:00,2018,1,2,14,-10.1,-12.6,40,0.0,99.31,82.0,-21.0
BRANTFORD AIRPORT,2018-01-02 15:00:00,2018,1,2,15,-10.7,-12.9,42,0.0,99.3,84.0,-22.0
BRANTFORD AIRPORT,2018-01-02 16:00:00,2018,1,2,16,-10.3,-12.7,38,0.0,99.26,82.0,-21.0
BRANTFORD AIRPORT,2018-01-02 17:00:00,2018,1,2,17,-10.4,-12.4,34,0.0,99.24,85.0,-21.0
BRANTFORD AIRPORT,2018-01-02 18:00:00,2018,1,2,18,-10.9,-12.8,32,0.0,99.23,86.0,-21.0
BRANTFORD AIRPORT,2018-01-02 19:00:00,2018,1,2,19,-11.5,-13.6,32,0.0,99.24,85.0,-22.0
BRANTFORD AIRPORT,2018-01-02 20:00:00,2018,1,2,20,-12.3,-15.2,33,0.0,99.2,79.0,-23.0
BRANTFORD AIRPORT,2018-01-02 22:00:00,2018,1,2,22,-13.2,-17.5,28,0.0,99.1,70.0,-23.0
BRANTFORD AIRPORT,2018-01-02 23:00:00,2018,1,2,23,-12.3,-17.1,37,0.0,99.07,67.0,-23.0
BRANTFORD AIRPORT,2018-01-03 00:00:00,2018,1,3,0,-12.9,-16.9,32,0.0,99.05,72.0,-24.0
BRANTFORD AIRPORT,2018-01-03 01:00:00,2018,1,3,1,-13.3,-16.5,26,0.0,98.99,77.0,-23.0
BRANTFORD AIRPORT,2018-01-03 02:00:00,2018,1,3,2,-14.3,-17.0,16,0.0,98.94,80.0,-22.0
BRANTFORD AIRPORT,2018-01-03 03:00:00,2018,1,3,3,-13.6,-16.2,22,0.0,98.89,81.0,-23.0
BRANTFORD AIRPORT,2018-01-03 04:00:00,2018,1,3,4,-12.2,-15.2,20,0.0,98.89,79.0,-21.0
BRANTFORD AIRPORT,2018-01-03 05:00:00,2018,1,3,5,-10.5,-14.1,30,0.0,98.85,75.0,-20.0
BRANTFORD AIRPORT,2018-01-03 06:00:00,2018,1,3,6,-11.8,-17.5,33,0.0,98.82,62.0,-22.0
BRANTFORD AIRPORT,2018-01-03 07:00:00,2018,1,3,7,-11.3,-17.5,30,0.0,98.8,60.0,-21.0
BRANTFORD AIRPORT,2018-01-03 08:00:00,2018,1,3,8,-10.9,-14.8,27,0.0,98.75,73.0,-20.0
BRANTFORD AIRPORT,2018-01-03 09:00:00,2018,1,3,9,-11.0,-14.3,16,0.0,98.71,77.0,-18.0
BRANTFORD AIRPORT,2018-01-03 10:00:00,2018,1,3,10,-10.6,-14.0,20,0.0,98.69,76.0,-19.0
BRANTFORD AIRPORT,2018-01-03 11:00:00,2018,1,3,11,-9.0,-12.8,18,0.0,98.62,74.0,-16.0
BRANTFORD AIRPORT,2018-01-03 12:00:00,2018,1,3,12,-8.5,-12.6,21,0.0,98.53,72.0,-16.0
BRANTFORD AIRPORT,2018-01-03 13:00:00,2018,1,3,13,-8.1,-9.6,15,0.0,98.45,89.0,-14.0
BRANTFORD AIRPORT,2018-01-03 14:00:00,2018,1,3,14,-7.9,-9.9,24,0.0,98.36,86.0,-16.0
BRANTFORD AIRPORT,2018-01-03 15:00:00,2018,1,3,15,-7.9,-9.2,18,0.0,98.3,90.0,-15.0
BRANTFORD AIRPORT,2018-01-03 16:00:00,2018,1,3,16,-7.9,-9.8,23,0.0,98.3,86.0,-16.0
BRANTFORD AIRPORT,2018-01-03 17:00:00,2018,1,3,17,-8.4,-9.9,25,0.0,98.33,89.0,-17.0
BRANTFORD AIRPORT,2018-01-03 18:00:00,2018,1,3,18,-8.7,-10.8,26,0.0,98.4,85.0,-17.0
BRANTFORD AIRPORT,2018-01-03 19:00:00,2018,1,3,19,-9.6,-11.7,23,0.0,98.46,85.0,-18.0
TORONTO INTL A,2018-01-01 00:00:00,2018,1,1,0,-19.5,-24.1,9,,100.89,67.0,-26.0
TORONTO INTL A,2018-01-01 01:00:00,2018,1,1,1,-21.7,-25.7,12,,100.9,71.0,-30.0
TORONTO INTL A,2018-01-01 02:00:00,2018,1,1,2,-19.3,-23.0,9,,100.89,73.0,-26.0
TORONTO INTL A,2018-01-01 03:00:00,2018,1,1,3,-20.3,-23.9,4,,100.88,73.0,-24.0
TORONTO INTL A,2018-01-01 04:00:00,2018,1,1,4,-19.9,-23.2,4,,100.83,75.0,-23.0
TORONTO INTL A,2018-01-01 05:00:00,2018,1,1,5,-18.7,-22.0,0,,100.79,76.0,
TORONTO INTL A,2018-01-01 06:00:00,2018,1,1,6,-17.5,-21.0,5,,100.72,75.0,-21.0
TORONTO INTL A,2018-01-01 07:00:00,2018,1,1,7,-17.4,-20.8,5,,100.68,75.0,-21.0
TORONTO INTL A,2018-01-01 08:00:00,2018,1,1,8,-18.5,-21.6,12,,100.64,77.0,-26.0
TORONTO INTL A,2018-01-01 09:00:00,2018,1,1,9,-14.9,-18.1,21,,100.59,76.0,-24.0
TORONTO INTL A,2018-01-01 10:00:00,2018,1,1,10,-12.8,-16.8,27,,100.59,72.0,-23.0
TORONTO INTL A,2018-01-01 11:00:00,2018,1,1,11,-11.4,-16.3,32,,100.56,67.0,-22.0
TORONTO INTL A,2018-01-01 12:00:00,2018,1,1,12,-10.0,-15.8,37,,100.46,63.0,-20.0
TORONTO INTL A,2018-01-01 13:00:00,2018,1,1,13,-9.7,-15.6,28,,100.39,62.0,-19.0
TORONTO INTL A,2018-01-01 14:00:00,2018,1,1,14,-8.7,-15.0,35,,100.36,61.0,-18.0
TORONTO INTL A,2018-01-01 15:00:00,2018,1,1,15,-10.3,-14.9,33,,100.43,69.0,-20.0
TORONTO INTL A,2018-01-01 16:00:00,2018,1,1,16,-10.6,-17.6,26,,100.49,57.0,-20.0
TORONTO INTL A,2018-01-01 17:00:00,2018,1,1,17,-11.4,-17.8,28,,100.53,59.0,-21.0
TORONTO INTL A,2018-01-01 18:00:00,2018,1,1,18,-12.3,-19.0,29,,100.63,58.0,-22.0
TORONTO INTL A,2018-01-01 19:00:00,2018,1,1,19,-13.2,-19.4,29,,100.69,60.0,-24.0
TORONTO INTL A,2018-01-01 20:00:00,2018,1,1,20,-13.9,-19.7,21,,100.74,62.0,-23.0
TORONTO INTL A,2018-01-01 21:00:00,2018,1,1,21,-14.4,-19.8,21,,100.75,64.0,-24.0
TORONTO INTL A,2018-01-01 22:00:00,2018,1,1,22,-13.9,-19.2,22,,100.75,65.0,-23.0
TORONTO INTL A,2018-01-01 23:00:00,2018,1,1,23,-12.3,-17.8,17,,100.75,64.0,-20.0
TORONTO INTL A,2018-01-02 00:00:00,2018,1,2,0,-11.7,-16.9,10,,100.73,66.0,-17.0
TORONTO INTL A,2018-01-02 01:00:00,2018,1,2,1,-11.3,-16.0,14,,100.68,68.0,-18.0
TORONTO INTL A,2018-01-02 02:00:00,2018,1,2,2,-11.6,-15.6,11,,100.66,73.0,-18.0
TORONTO INTL A,2018-01-02 03:00:00,2018,1,2,3,-11.2,-14.4,10,,100.66,78.0,-17.0
TORONTO INTL A,2018-01-02 04:00:00,2018,1,2,4,-11.3,-14.2,11,,100.61,79.0,-17.0
TORONTO INTL A,2018-01-02 05:00:00,2018,1,2,5,-10.1,-12.9,22,,100.57,80.0,-18.0
TORONTO INTL A,2018-01-02 06:00:00,2018,1,2,6,-9.7,-13.0,36,,100.54,77.0,-20.0
TORONTO INTL A,2018-01-02 07:00:00,2018,1,2,7,-10.5,-13.9,31,,100.52,76.0,-20.0
TORONTO INTL A,2018-01-02 08:00:00,2018,1,2,8,-10.9,-14.4,37,,100.49,76.0,-22.0
TORONTO INTL A,2018-01-02 09:00:00,2018,1,2,9,-11.8,-15.4,28,,100.45,75.0,-22.0
TORONTO INTL A,2018-01-02 10:00:00,2018,1,2,10,-11.3,-15.2,22,,100.37,73.0,-20.0
TORONTO INTL A,2018-01-02 11:00:00,2018,1,2,11,-10.4,-14.7,27,,100.32,71.0,-20.0
TORONTO INTL A,2018-01-02 12:00:00,2018,1,2,12,-9.7,-14.3,29,,100.23,70.0,-19.0
TORONTO INTL A,2018-01-02 13:00:00,2018,1,2,13,-8.7,-13.5,37,,100.11,69.0,-19.0
TORONTO INTL A,2018-01-02 14:00:00,2018,1,2,14,-8.2,-13.2,36,,100.04,67.0,-18.0
TORONTO INTL A,2018-01-02 15:00:00,2018,1,2,15,-8.2,-13.1,39,,100.01,68.0,-18.0
TORONTO INTL A,2018-01-02 16:00:00,2018,1,2,16,-8.4,-13.3,34,,100.05,68.0,-18.0
TORONTO INTL A,2018-01-02 17:00:00,2018,1,2,17,-9.1,-14.1,26,,100.05,67.0,-18.0
TORONTO INTL A,2018-01-02 18:00:00,2018,1,2,18,-10.7,-15.3,22,,100.11,70.0,-19.0
TORONTO INTL A,2018-01-02 19:00:00,2018,1,2,19,-10.9,-15.4,18,,100.09,70.0,-19.0
TORONTO INTL A,2018-01-02 20:00:00,2018,1,2,20,-11.2,-15.9,23,,100.03,68.0,-20.0
TORONTO INTL A,2018-01-02 21:00:00,2018,1,2,21,-12.0,-16.9,15,,99.95,67.0,-19.0
TORONTO INTL A,2018-01-02 22:00:00,2018,1,2,22,-12.1,-17.0,26,,99.88,67.0,-22.0
TORONTO INTL A,2018-01-02 23:00:00,2018,1,2,23,-12.3,-17.2,39,,99.85,67.0,-24.0
TORONTO INTL A,2018-01-03 00:00:00,2018,1,3,0,-12.9,-18.6,38,,99.89,63.0,-24.0
TORONTO INTL A,2018-01-03 01:00:00,2018,1,3,1,-13.1,-19.6,27,,99.88,58.0,-23.0
TORONTO INTL A,2018-01-03 02:00:00,2018,1,3,2,-13.4,-20.2,29,,99.86,57.0,-24.0
TORONTO INTL A,2018-01-03 03:00:00,2018,1,3,3,-13.1,-20.6,27,,99.83,54.0,-23.0
TORONTO INTL A,2018-01-03 04:00:00,2018,1,3,4,-12.0,-20.4,31,,99.78,50.0,-22.0
TORONTO INTL A,2018-01-03 05:00:00,2018,1,3,5,-11.3,-20.1,22,,99.78,49.0,-20.0
TORONTO INTL A,2018-01-03 06:00:00,2018,1,3,6,-11.2,-21.0,28,,99.75,45.0,-21.0
TORONTO INTL A,2018-01-03 07:00:00,2018,1,3,7,-11.0,-21.0,25,,99.73,44.0,-20.0
TORONTO INTL A,2018-01-03 08:00:00,2018,1,3,8,-11.6,-19.6,21,,99.74,52.0,-20.0
TORONTO INTL A,2018-01-03 09:00:00,2018,1,3,9,-10.7,-19.6,14,,99.69,48.0,-17.0
TORONTO INTL A,2018-01-03 10:00:00,2018,1,3,10,-9.1,-18.0,10,,99.66,49.0,-14.0
TORONTO INTL A,2018-01-03 11:00:00,2018,1,3,11,-8.6,-15.1,23,,99.61,60.0,-17.0
TORONTO INTL A,2018-01-03 12:00:00,2018,1,3,12,-7.2,-14.0,29,,99.48,59.0,-16.0
TORONTO INTL A,2018-01-03 13:00:00,2018,1,3,13,-6.9,-13.7,24,,99.38,59.0,-15.0
TORONTO INTL A,2018-01-03 14:00:00,2018,1,3,14,-6.5,-12.7,22,,99.28,62.0,-14.0
TORONTO INTL A,2018-01-03 15:00:00,2018,1,3,15,-6.8,-11.8,21,,99.24,68.0,-14.0
TORONTO INTL A,2018-01-03 16:00:00,2018,1,3,16,-7.0,-11.4,21,,99.25,71.0,-14.0
TORONTO INTL A,2018-01-03 17:00:00,2018,1,3,17,-7.0,-10.6,17,,99.27,75.0,-13.0
TORONTO INTL A,2018-01-03 18:00:00,2018,1,3,18,-7.5,-12.2,26,,99.34,69.0,-16.0
TORONTO INTL A,2018-01-03 19:00:00,2018,1,3,19,-7.9,-12.4,23,,99.39,71.0,-16.0
TORONTO INTL A,2018-01-03 20:00:00,2018,1,3,20,-8.8,-12.9,24,,99.41,73.0,-17.0
TORONTO INTL A,2018-01-03 21:00:00,2018,1,3,21,-9.2,-13.1,25,,99.37,73.0,-18.0
TORONTO INTL A,2018-01-03 22:00:00,2018,1,3,22,-9.4,-13.7,19,,99.32,71.0,-17.0
TORONTO INTL A,2018-01-03 23:00:00,2018,1,3,23,-9.5,-13.7,13,,99.26,72.0,-16.0
TORONTO INTL A,2018-01-04 00:00:00,2018,1,4,0,-9.2,-13.4,10,,99.32,71.0,-14.0
TORONTO INTL A,2018-01-04 01:00:00,2018,1,4,1,-9.2,-13.5,8,,99.27,71.0,-14.0
TORONTO INTL A,2018-01-04 02:00:00,2018,1,4,2,-9.2,-13.1,14,,99.28,73.0,-16.0
TORONTO INTL A,2018-01-04 03:00:00,2018,1,4,3,-9.2,-13.1,12,,99.26,74.0,-15.0
TORONTO INTL A,2018-01-04 04:00:00,2018,1,4,4,-9.6,-13.2,14,,99.18,75.0,-16.0
TORONTO INTL A,2018-01-04 05:00:00,2018,1,4,5,-9.8,-13.3,15,,99.18,76.0,-16.0
TORONTO INTL A,2018-01-04 06:00:00,2018,1,4,6,-10.1,-14.6,26,,99.25,70.0,-19.0
TORONTO INTL A,2018-01-04 07:00:00,2018,1,4,7,-11.3,-16.5,19,,99.25,66.0,-19.0
TORONTO INTL A,2018-01-04 08:00:00,2018,1,4,8,-12.4,-17.7,26,,99.25,65.0,-22.0
TORONTO INTL A,2018-01-04 09:00:00,2018,1,4,9,-12.9,-18.0,32,,99.17,66.0,-24.0
TORONTO INTL A,2018-01-04 10:00:00,2018,1,4,10,-11.5,-17.0,33,,99.1,64.0,-22.0
TORONTO INTL A,2018-01-04 11:00:00,2018,1,4,11,-10.9,-18.2,41,,99.14,55.0,-22.0
TORONTO INTL A,2018-01-04 12:00:00,2018,1,4,12,-11.3,-17.9,33,,99.18,58.0,-22.0
TORONTO INTL A,2018-01-04 13:00:00,2018,1,4,13,-11.6,-18.8,38,,99.13,56.0,-23.0
TORONTO INTL A,2018-01-04 14:00:00,2018,1,4,14,-11.7,-19.1,40,,99.08,55.0,-23.0
TORONTO INTL A,2018-01-04 15:00:00,2018,1,4,15,-11.9,-19.2,38,,99.07,55.0,-23.0
TORONTO INTL A,2018-01-04 16:00:00,2018,1,4,16,-12.6,-19.2,28,,99.1,58.0,-23.0
TORONTO INTL A,2018-01-04 17:00:00,2018,1,4,17,-13.9,-20.3,42,,99.11,59.0,-26.0
TORONTO INTL A,2018-01-04 18:00:00,2018,1,4,18,-14.9,-20.9,36,,99.12,60.0,-27.0
TORONTO INTL A,2018-01-04 19:00:00,2018,1,4,19,-15.2,-20.9,28,,99.15,62.0,-26.0
TORONTO INTL A,2018-01-04 20:00:00,2018,1,4,20,-17.4,-22.3,34,,99.21,66.0,-30.0
TORONTO INTL A,2018-01-04 21:00:00,2018,1,4,21,-18.1,-23.2,35,,99.23,65.0,-31.0
TORONTO INTL A,2018-01-04 22:00:00,2018,1,4,22,-18.9,-24.1,24,,99.25,64.0,-30.0
TORONTO INTL A,2018-01-04 23:00:00,2018,1,4,23,-19.5,-24.8,31,,99.26,64.0,-32.0
HAMILTON A,2018-01-02 17:00:00,2018,1,2,17,-9.3,-12.8,41,,99.34,76.0,-20.0
HAMILTON A,2018-01-02 16:00:00,2018,1,2,16,-8.7,-13.0,35,,99.37,71.0,-18.0
