YEAR,MONTH,DAY,HOUR,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Spd (km/h),WIND CHILL CALCULATION
2019,5,30,6,12.3,12.3,100.0,16.0,10.535440852070789
2019,5,30,7,12.7,12.7,100.0,14.0,11.236252419770842
2019,5,30,8,13.1,13.1,100.0,12.0,11.9526870924184
2019,5,30,9,14.0,14.0,100.0,13.0,12.92339041274442
2019,5,30,10,14.8,14.8,100.0,13.0,13.891540363092847
2019,5,30,11,16.0,15.5,97.0,13.0,15.34376528861548
2019,5,30,12,17.6,15.6,88.0,11.0,17.454663351875304
2019,5,30,13,18.3,15.7,85.0,17.0,17.85521660111331
2019,5,30,14,19.5,16.5,82.0,18.0,19.286300755644437
2019,5,30,15,20.9,16.9,77.0,14.0,21.21824825328426
2019,5,30,16,21.0,16.2,74.0,21.0,21.02881492607188
2019,5,30,17,20.6,16.8,78.0,16.0,20.74757419893823
2019,5,30,18,21.6,16.7,73.0,18.0,21.894777956445004
2019,5,30,19,20.9,13.0,60.0,25.0,20.76106756954477
2019,5,30,20,18.5,12.4,67.0,14.0,18.296688497133992
2019,5,30,21,16.9,11.4,70.0,11.0,16.618566784180842
2019,5,30,22,15.5,12.1,80.0,13.0,14.738671569647714
2019,5,30,23,15.6,13.2,85.0,12.0,14.959141494588186
2019,5,30,24,15.0,13.9,93.0,14.0,14.036080519414847
2019,5,31,1,14.8,13.9,94.0,13.0,13.891540363092847
2019,5,31,2,13.6,13.4,99.0,10.0,12.809739226389144
2019,5,31,3,12.3,4.5,59.0,14.0,10.7493257937458
2019,5,31,4,10.7,4.8,67.0,10.0,9.371450305996936
2019,5,31,5,8.9,4.5,74.0,4.0,8.782902916480126
2019,5,31,6,6.3,4.0,85.0,9.0,4.369107259731524
2019,5,31,7,8.6,3.8,72.0,10.0,6.881654880885342
2019,5,31,8,10.0,4.6,69.0,13.0,8.082640661002308
2019,5,31,9,12.2,7.2,71.0,7.0,11.67365942339225
2019,5,31,10,14.0,7.4,64.0,5.0,14.166931574829537
2019,5,31,11,15.7,9.4,66.0,0.0,22.73625
2019,5,31,12,17.1,9.9,62.0,4.0,17.864100030123936
2019,5,31,13,18.8,10.0,56.0,3.0,19.96668768819917
2019,5,31,14,19.8,11.2,57.0,5.0,20.694564580047707
2019,5,31,15,20.8,8.4,45.0,8.0,21.50449447872096
2019,5,31,16,22.4,8.3,40.0,18.0,22.88848355674998
2019,5,31,17,21.6,11.2,51.0,21.0,21.78352756911032
2019,5,31,18,20.6,9.9,50.0,21.0,20.52567316404625
2019,5,31,19,19.5,9.6,52.0,17.0,19.338896658767027
2019,5,31,20,17.8,9.9,59.0,14.0,17.444566901590164
2019,5,31,21,16.4,9.9,65.0,11.0,16.02135495011337
2019,5,31,22,14.8,10.0,73.0,8.0,14.511399296473344
2019,5,31,23,14.2,9.7,74.0,14.0,13.062227267364758
2019,5,31,24,13.3,9.7,79.0,10.0,12.454054165658915
2019,6,1,1,13.8,10.8,82.0,12.0,12.794494325025942
2019,6,1,2,14.4,11.6,83.0,11.0,13.632507613843469
2019,6,1,3,14.4,12.0,86.0,7.0,14.212076599288114
2019,6,1,4,14.4,12.9,90.0,9.0,13.895002308709296
2019,6,1,5,13.6,12.3,92.0,10.0,12.809739226389144
2019,6,1,6,13.7,11.6,87.0,4.0,14.098725617149672
2019,6,1,7,16.2,13.9,86.0,12.0,15.680690551108931
2019,6,1,8,18.8,15.1,79.0,15.0,18.595581798710704
2019,6,1,9,18.9,15.0,78.0,12.0,18.9276613054523
2019,6,1,10,19.2,15.2,78.0,9.0,19.539977152547976
2019,6,1,11,22.3,15.4,65.0,17.0,22.800816793292377
2019,6,1,12,23.1,16.1,64.0,17.0,23.78993683172819
2019,6,1,13,22.4,15.5,65.0,12.0,23.13669746849
2019,6,1,14,21.8,15.3,66.0,6.0,22.841068607143058
2019,6,1,15,22.7,15.0,61.0,18.0,23.261123156864343
2019,6,1,16,23.4,15.0,59.0,13.0,24.299152329338384
2019,6,1,17,22.0,14.0,60.0,22.0,22.2544819133915
2019,6,1,18,17.0,15.4,90.0,30.0,15.554877362532215
2019,6,1,19,16.0,15.6,97.0,13.0,15.34376528861548
2019,6,1,20,15.8,15.7,99.0,7.0,15.827432983949125
2019,6,1,21,15.3,15.3,100.0,13.0,14.49663408206061
2019,6,1,22,14.8,14.4,98.0,17.0,13.527816432956628
2019,6,1,23,14.4,14.3,99.0,18.0,12.951427553700192
2019,6,1,24,14.5,14.1,98.0,20.0,12.923900263867312
2019,6,2,1,14.1,13.6,97.0,18.0,12.578787953585833
2019,6,2,2,14.0,13.8,99.0,10.0,13.283985974029449
2019,6,2,3,13.8,13.8,100.0,12.0,12.794494325025942
2019,6,2,4,13.9,13.9,100.0,14.0,12.697032297845976
2019,6,2,5,14.1,14.1,100.0,12.0,13.15526885328632
2019,6,2,6,14.2,14.2,100.0,14.0,13.062227267364758
2019,6,2,7,13.0,12.1,95.0,22.0,10.890399445668631
2019,6,2,8,12.8,11.5,92.0,13.0,11.47116548722179
2019,6,2,9,12.5,9.0,79.0,10.0,11.505560670378308
2019,6,2,10,12.3,8.1,75.0,10.0,11.268437296558158
2019,6,2,11,13.9,7.2,63.0,16.0,12.504044870744028
2019,6,2,12,16.1,7.3,55.0,18.0,15.063051954348278
2019,6,2,13,17.7,6.0,46.0,27.0,16.587267555513137
2019,6,2,14,18.6,5.0,40.0,22.0,17.961384092251755
2019,6,2,15,18.1,3.5,38.0,24.0,17.23364743729006
2019,6,2,16,18.8,3.3,36.0,25.0,18.0812344157188
2019,6,2,17,18.1,2.1,34.0,30.0,16.980207471254886
2019,6,2,18,17.2,3.3,39.0,23.0,16.140381456343903
2019,6,2,19,16.2,3.5,43.0,19.0,15.119016664221776
2019,6,2,20,14.6,2.8,45.0,19.0,13.122852791697126
2019,6,2,21,12.4,1.2,46.0,16.0,10.658478603237864
2019,6,2,22,11.0,-0.6,45.0,13.0,9.29282809893784
2019,6,2,23,9.1,0.3,54.0,9.0,7.662009251970757
2019,6,2,24,7.8,0.0,58.0,11.0,5.7493114041528095
2019,6,3,1,7.8,-1.3,53.0,13.0,5.42022829754415
2019,6,3,2,7.0,-0.8,58.0,14.0,4.297547998913953
2019,6,3,3,5.6,0.6,70.0,12.0,2.933323885909055
2019,6,3,4,4.8,0.9,76.0,12.0,1.9712584772147224
2019,6,3,5,4.9,1.5,79.0,18.0,1.1511735500785796
2019,6,3,6,5.0,2.4,83.0,13.0,2.031703471324668
2019,6,3,7,6.0,3.1,82.0,17.0,2.6474960101626746
2019,6,3,8,7.9,3.2,72.0,21.0,4.5509222197325325
2019,6,3,9,9.0,2.8,65.0,20.0,6.033301678345566
2019,6,3,10,10.1,2.9,61.0,19.0,7.5086419002215345
2019,6,3,11,11.4,2.0,52.0,27.0,8.495969054908585
2019,6,3,12,12.1,3.1,54.0,21.0,9.833910721001631
2019,6,3,13,13.8,4.0,51.0,22.0,11.90054010946622
2019,6,3,14,14.8,4.1,48.0,22.0,13.16321593921321
2019,6,3,15,15.6,4.4,47.0,23.0,14.112674981003163
2019,6,3,16,15.3,2.6,42.0,26.0,13.558968461058887
2019,6,3,17,15.6,2.5,41.0,28.0,13.838901662164693
2019,6,3,18,14.9,3.0,44.0,27.0,12.99113488857778
2019,6,3,19,14.3,2.2,44.0,21.0,12.601190412142593
2019,6,3,20,13.3,3.0,49.0,14.0,11.966642358808407
2019,6,3,21,11.6,3.9,59.0,7.0,10.981363829966105
2019,6,3,22,10.2,4.0,65.0,7.0,9.366007445305094
2019,6,3,23,8.8,4.5,74.0,8.0,7.5183041142257245
2019,6,3,24,8.7,4.7,76.0,7.0,7.63526846173973
2019,6,4,1,7.2,4.8,85.0,10.0,5.221791264144279
2019,6,4,2,6.7,5.3,91.0,8.0,5.0707208004390605
2019,6,4,3,6.2,5.5,95.0,8.0,4.487962868585093
2019,6,4,4,6.4,5.6,95.0,6.0,5.275243871081811
2019,6,4,5,5.6,5.4,99.0,8.0,3.788653350360333
2019,6,4,6,5.8,5.7,99.0,7.0,4.289173093513357
2019,6,4,7,8.2,6.8,91.0,10.0,6.407408133245037
2019,6,4,8,9.8,7.8,87.0,14.0,7.70603438108927
2019,6,4,9,11.1,7.8,80.0,16.0,9.058987838065852
2019,6,4,10,13.5,7.9,69.0,13.0,12.31829669377666
2019,6,4,11,14.1,8.2,67.0,16.0,12.750120373078184
2019,6,4,12,15.5,9.5,67.0,16.0,14.47264888941727
2019,6,4,13,16.9,8.2,56.0,21.0,15.871611865309175
2019,6,4,14,18.6,8.1,50.0,21.0,18.009964353918107
2019,6,4,15,21.3,6.8,38.0,28.0,21.18194814567831
2019,6,4,16,22.2,9.3,43.0,29.0,22.316737200719388
2019,6,4,17,21.0,9.6,48.0,27.0,20.82556677011552
2019,6,4,18,20.4,10.6,53.0,24.0,20.158766189496127
2019,6,4,19,20.1,10.7,54.0,23.0,19.815599442898996
2019,6,4,20,19.6,10.7,56.0,23.0,19.181941169355014
2019,6,4,21,18.3,10.2,59.0,24.0,17.488005589655803
2019,6,4,22,18.9,10.6,58.0,25.0,18.20884551828194
2019,6,4,23,18.6,11.4,63.0,19.0,18.113262473008767
2019,6,4,24,18.7,11.8,64.0,21.0,18.13574979442451
2019,6,5,1,17.5,12.3,71.0,16.0,16.93340391275882
2019,6,5,2,17.9,12.6,71.0,22.0,17.07751101142886
2019,6,5,3,17.6,12.9,74.0,18.0,16.92624995492011
2019,6,5,4,16.9,13.3,79.0,13.0,16.432933982757447
2019,6,5,5,15.7,14.8,94.0,15.0,14.801088685652138
2019,6,5,6,15.2,14.7,97.0,8.0,14.977605641956512
2019,6,5,7,16.6,14.6,88.0,13.0,16.069877751376797
2019,6,5,8,17.3,15.2,88.0,14.0,16.83590861905886
2019,6,5,9,19.2,16.1,82.0,13.0,19.21636509000917
2019,6,5,10,20.2,15.4,73.0,20.0,20.06506607068076
2019,6,5,11,19.4,14.8,74.0,21.0,19.01624787796936
2019,6,5,12,17.5,17.0,97.0,9.0,17.540715228688445
2019,6,5,13,18.4,17.6,95.0,13.0,18.248215139660743
2019,6,5,14,17.1,17.1,100.0,18.0,16.3051839547295
2019,6,5,15,17.7,17.6,99.0,18.0,17.05046315495823
2019,6,5,16,18.6,18.1,97.0,12.0,18.56688677719193
2019,6,5,17,19.1,18.4,95.0,8.0,19.523117510417464
2019,6,5,18,15.1,15.0,99.0,12.0,14.357850614154229
2019,6,5,19,12.8,12.8,100.0,11.0,11.721429744827557
2019,6,5,20,12.5,12.5,100.0,12.0,11.231138035897658
2019,6,5,21,11.8,11.8,100.0,7.0,11.212129027774818
2019,6,5,22,12.6,12.6,100.0,5.0,12.59129602184584
2019,6,5,23,13.2,13.2,100.0,8.0,12.64657391454064
2019,6,5,24,12.3,12.3,100.0,13.0,10.866071768254027
2019,6,6,1,12.3,12.3,100.0,13.0,10.866071768254027
2019,6,6,2,12.6,12.6,100.0,5.0,12.59129602184584
2019,6,6,3,13.1,13.1,100.0,9.0,12.366154955169655
2019,6,6,4,13.3,13.3,100.0,8.0,12.763125500911435
2019,6,6,5,13.6,13.6,100.0,6.0,13.487837254175382
2019,6,6,6,13.8,13.8,100.0,5.0,13.94184078154615
2019,6,6,7,14.3,14.3,100.0,7.0,14.09669400038376
2019,6,6,8,15.0,15.0,100.0,11.0,14.349161814724438
2019,6,6,9,15.1,15.1,100.0,15.0,14.066670663769834
2019,6,6,10,16.1,14.1,88.0,16.0,15.21087539641974
2019,6,6,11,17.4,12.3,72.0,9.0,17.423111586108476
2019,6,6,12,19.3,11.2,59.0,10.0,19.56775538026348
2019,6,6,13,20.2,9.7,51.0,9.0,20.716013578347702
2019,6,6,14,21.3,11.6,53.0,9.0,22.0096536467274
2019,6,6,15,21.7,9.7,46.0,6.0,22.72700481015565
2019,6,6,16,22.2,9.3,43.0,13.0,22.84692740381575
2019,6,6,17,22.6,11.2,48.0,13.0,23.33100237898996
2019,6,6,18,22.6,11.3,48.0,8.0,23.60242303339524
2019,6,6,19,21.9,10.2,47.0,10.0,22.65035923992545
2019,6,6,20,19.6,16.0,80.0,13.0,19.70044006518338
2019,6,6,21,16.8,15.4,91.0,7.0,16.981258972992705
2019,6,6,22,15.8,15.2,96.0,9.0,15.541453304828917
2019,6,6,23,15.3,15.2,100.0,9.0,14.953435091929054
2019,6,6,24,14.9,14.7,99.0,8.0,14.627950882844134
2019,6,7,1,13.8,13.7,100.0,5.0,13.94184078154615
2019,6,7,2,14.1,14.1,100.0,4.0,14.541710842205472
2019,6,7,3,13.8,13.8,100.0,0.0,21.5725
2019,6,7,4,12.8,12.8,100.0,4.0,13.102008860774134
2019,6,7,5,12.0,12.0,100.0,7.0,11.442894225583531
2019,6,7,6,11.9,11.9,100.0,5.0,11.803478245353991
2019,6,7,7,14.1,12.3,89.0,3.0,14.866263085651427
2019,6,7,8,17.6,11.7,68.0,4.0,18.41783156144368
2019,6,7,9,20.1,10.9,55.0,10.0,20.51624887554409
2019,6,7,10,20.9,9.2,47.0,12.0,21.332824827188126
2019,6,7,11,22.1,9.0,43.0,6.0,23.18325999810529
2019,6,7,12,23.0,9.6,42.0,7.0,24.13498010506288
2019,6,7,13,23.8,10.2,42.0,12.0,24.82031193370508
2019,6,7,14,24.5,9.3,38.0,14.0,25.60058788750966
2019,6,7,15,24.8,10.9,41.0,11.0,26.054513762446945
2019,6,7,16,25.1,10.4,39.0,15.0,26.30697102847489
2019,6,7,17,25.3,10.8,39.0,8.0,26.74931586540667
2019,6,7,18,24.9,8.9,36.0,9.0,26.24338477960641
2019,6,7,19,24.3,8.4,36.0,11.0,25.457301928379465
2019,6,7,20,22.6,11.1,48.0,7.0,23.67344970944545
2019,6,7,21,19.6,8.9,49.0,10.0,19.92344044099371
2019,6,7,22,17.8,8.9,55.0,12.0,17.604821368497596
2019,6,7,23,17.0,8.6,57.0,13.0,16.553952726551003
2019,6,7,24,16.4,8.6,60.0,14.0,15.740323710502503
2019,6,8,1,15.9,8.6,62.0,12.0,15.319916022848563
2019,6,8,2,14.3,8.7,69.0,13.0,13.286446644125082
2019,6,8,3,15.2,8.6,65.0,15.0,14.189073667416883
2019,6,8,4,14.3,8.5,68.0,17.0,12.909616408934244
2019,6,8,5,14.3,8.3,67.0,16.0,12.996195875412338
2019,6,8,6,14.6,7.9,64.0,23.0,12.845358433915203
2019,6,8,7,14.2,9.3,72.0,21.0,12.475404971636182
2019,6,8,8,14.7,10.5,76.0,16.0,13.488346880080648
2019,6,8,9,16.5,10.6,68.0,22.0,15.309764849783082
2019,6,8,10,18.2,10.7,61.0,20.0,17.55939385776376
2019,6,8,11,17.4,10.3,63.0,22.0,16.44617309655537
2019,6,8,12,18.9,12.1,64.0,19.0,18.48754319910713
2019,6,8,13,19.2,10.3,56.0,23.0,18.675014550519823
2019,6,8,14,19.3,8.9,51.0,26.0,18.6801224090297
2019,6,8,15,19.4,8.6,49.0,25.0,18.846901031097644
2019,6,8,16,19.6,4.1,36.0,31.0,18.89122035361268
2019,6,8,17,20.0,4.2,35.0,26.0,19.57632434992459
2019,6,8,18,20.0,3.2,33.0,22.0,19.72913025389753
2019,6,8,19,18.8,0.2,29.0,25.0,18.0812344157188
2019,6,8,20,17.1,3.1,39.0,24.0,15.961856675461332
2019,6,8,21,15.0,3.8,47.0,24.0,13.291096075621002
2019,6,8,22,14.0,4.7,53.0,18.0,12.454574753547709
2019,6,8,23,14.2,5.9,57.0,16.0,12.873158124245258
2019,6,8,24,13.1,7.0,66.0,14.0,11.723179045795884
2019,6,9,1,13.4,6.9,64.0,16.0,11.88885611490864
2019,6,9,2,13.9,6.5,60.0,16.0,12.504044870744028
2019,6,9,3,12.2,7.1,71.0,12.0,10.870363507637284
2019,6,9,4,12.0,6.5,69.0,14.0,10.384130824227013
2019,6,9,5,10.9,6.1,72.0,15.0,8.925744510593713
2019,6,9,6,11.4,5.7,68.0,15.0,9.537759528828964
2019,6,9,7,13.4,7.2,66.0,14.0,12.08837401531467
2019,6,9,8,15.9,8.7,62.0,16.0,14.96479989408558
2019,6,9,9,15.8,8.8,63.0,15.0,14.923491689299189
2019,6,9,10,17.2,10.3,64.0,16.0,16.56429065925759
2019,6,9,11,19.5,11.8,61.0,14.0,19.514005062196603
2019,6,9,12,20.4,13.3,63.0,14.0,20.60958997075295
2019,6,9,13,22.1,13.8,59.0,16.0,22.5931404664444
2019,6,9,14,21.8,14.0,61.0,20.0,22.069603841014363
2019,6,9,15,23.0,13.1,53.0,18.0,23.63376275697871
2019,6,9,16,22.9,12.6,52.0,17.0,23.54265682211924
2019,6,9,17,23.0,11.4,48.0,19.0,23.60271312245156
2019,6,9,18,21.6,11.7,53.0,16.0,21.977951710609005
2019,6,9,19,19.9,11.4,58.0,14.0,20.000931688221648
2019,6,9,20,18.0,11.5,65.0,11.0,17.93243281912929
2019,6,9,21,15.9,10.8,71.0,12.0,15.319916022848563
2019,6,9,22,14.3,10.9,80.0,13.0,13.286446644125082
2019,6,9,23,15.5,10.9,74.0,14.0,14.644738801946156
2019,6,9,24,16.5,11.3,71.0,9.0,16.364678802888722
2019,6,10,1,16.1,12.3,78.0,7.0,16.173580780662203
2019,6,10,2,16.8,12.7,76.0,7.0,16.981258972992705
2019,6,10,3,17.0,12.9,77.0,7.0,17.212024170801413
2019,6,10,4,19.1,12.2,64.0,21.0,18.63889155645014
2019,6,10,5,18.2,12.3,68.0,19.0,17.614221504877595
2019,6,10,6,15.7,14.6,93.0,20.0,14.42730359161751
2019,6,10,7,15.2,14.9,98.0,10.0,14.70672621695036
2019,6,10,8,15.7,15.4,98.0,9.0,15.42384966224894
2019,6,10,9,16.4,16.1,98.0,10.0,16.129466459871274
2019,6,10,10,16.9,16.0,95.0,12.0,16.522497783716474
2019,6,10,11,19.4,17.7,90.0,14.0,19.39227340569034
2019,6,10,12,20.2,17.2,83.0,14.0,20.36612665774043
2019,6,10,13,21.5,17.5,77.0,14.0,21.948638192321827
2019,6,10,14,20.9,17.1,78.0,16.0,21.11668745243946
2019,6,10,15,21.1,16.7,75.0,17.0,21.317136735638663
2019,6,10,16,19.4,18.3,93.0,9.0,19.77518443770792
2019,6,10,17,15.8,15.8,100.0,3.0,16.711097516360184
2019,6,10,18,16.9,16.9,100.0,5.0,17.43074807743862
2019,6,10,19,14.8,14.2,97.0,17.0,13.527816432956628
2019,6,10,20,13.3,12.6,95.0,26.0,10.998391487073478
2019,6,10,21,13.4,11.6,88.0,31.0,10.835258589394938
2019,6,10,22,13.2,11.2,88.0,36.0,10.318007933225326
2019,6,10,23,13.3,9.8,79.0,30.0,10.76058517864689
2019,6,10,24,13.0,9.3,78.0,26.0,10.614304940975668
2019,6,11,1,13.5,9.0,74.0,18.0,11.833508753357098
2019,6,11,2,12.4,8.4,76.0,18.0,10.467163552937752
2019,6,11,3,12.3,8.6,78.0,19.0,10.253367224942938
2019,6,11,4,11.7,8.8,82.0,13.0,10.139959305492706
2019,6,11,5,10.3,8.4,88.0,13.0,8.44569689238297
2019,6,11,6,9.5,8.1,91.0,11.0,7.779831639982221
2019,6,11,7,10.6,8.2,85.0,17.0,8.334936231168605
2019,6,11,8,12.1,8.0,76.0,21.0,9.833910721001631
2019,6,11,9,13.8,8.1,68.0,22.0,11.90054010946622
2019,6,11,10,16.3,9.8,65.0,11.0,15.901912583299872
2019,6,11,11,17.3,8.8,57.0,24.0,16.21621482782708
2019,6,11,12,18.8,9.0,52.0,22.0,18.213919258201148
2019,6,11,13,20.0,8.3,47.0,23.0,19.688867788190198
2019,6,11,14,19.9,8.0,46.0,20.0,19.68921523874321
2019,6,11,15,21.3,8.4,43.0,18.0,21.522138356330636
2019,6,11,16,21.3,7.5,40.0,19.0,21.481789007894115
2019,6,11,17,21.2,6.6,38.0,17.0,21.44077674044313
2019,6,11,18,20.7,6.3,39.0,16.0,20.870611950105303
2019,6,11,19,19.8,3.3,33.0,23.0,19.435404478772607
2019,6,11,20,18.3,5.2,42.0,10.0,18.382138511162715
2019,6,11,21,15.5,5.7,52.0,7.0,15.481285187236052
2019,6,11,22,14.3,4.9,53.0,0.0,21.87875
2019,6,11,23,11.0,6.8,76.0,5.0,10.790569675578762
2019,6,11,24,12.2,6.6,68.0,3.0,12.804389310153404
2019,6,12,1,12.1,5.6,65.0,7.0,11.55827682448789
2019,6,12,2,9.9,5.7,75.0,5.0,9.552570312520142
2019,6,12,3,9.9,6.7,81.0,7.0,9.01985964859202
2019,6,12,4,10.0,6.8,80.0,5.0,9.665115709161832
2019,6,12,5,8.7,6.6,87.0,6.0,7.898711201792257
2019,6,12,6,8.6,6.6,87.0,8.0,7.285200941484137
2019,6,12,7,11.3,8.4,82.0,10.0,10.082820427457394
2019,6,12,8,14.3,11.3,82.0,8.0,13.928641364619374
2019,6,12,9,17.7,10.8,63.0,14.0,17.3228352450839
2019,6,12,10,19.4,8.8,50.0,16.0,19.271121184933293
2019,6,12,11,20.1,9.0,48.0,18.0,20.031579955873163
2019,6,12,12,21.3,10.0,48.0,17.0,21.56441674524761
2019,6,12,13,21.8,8.8,43.0,20.0,22.069603841014363
2019,6,12,14,22.2,9.4,44.0,21.0,22.538240212148764
2019,6,12,15,22.3,9.3,43.0,18.0,22.764270356711855
2019,6,12,16,22.5,9.9,44.0,19.0,22.978911912287607
2019,6,12,17,22.5,11.1,48.0,8.0,23.485871447024447
2019,6,12,18,19.1,9.6,54.0,17.0,18.844336639549127
2019,6,12,19,18.1,9.1,55.0,18.0,17.547315955110722
2019,6,12,20,15.9,7.9,59.0,21.0,14.613757460245107
2019,6,12,21,14.2,8.3,67.0,16.0,12.873158124245258
2019,6,12,22,13.8,8.2,69.0,18.0,12.20614835347146
2019,6,12,23,13.0,8.8,76.0,8.0,12.413470741799056
2019,6,12,24,12.6,9.6,82.0,7.0,12.135189819009678
2019,6,13,1,11.8,9.4,85.0,9.0,10.837307601630014
2019,6,13,2,13.0,10.1,82.0,8.0,12.413470741799056
2019,6,13,3,15.8,11.4,75.0,17.0,14.764216481001393
2019,6,13,4,14.3,13.7,96.0,18.0,12.827214353662075
2019,6,13,5,13.9,13.8,100.0,10.0,13.165424287119372
2019,6,13,6,13.8,13.6,99.0,13.0,12.681352925157316
2019,6,13,7,13.8,13.7,99.0,11.0,12.9158534129625
2019,6,13,8,14.4,13.9,96.0,14.0,13.30569058037728
2019,6,13,9,15.5,14.2,91.0,17.0,14.393296466587962
2019,6,13,10,15.2,13.4,89.0,17.0,14.02237645217453
2019,6,13,11,15.3,13.8,90.0,20.0,13.926169149034116
2019,6,13,12,14.8,14.6,98.0,16.0,13.611384631247727
2019,6,13,13,17.9,16.5,91.0,16.0,17.425554917427128
2019,6,13,14,18.3,15.5,83.0,28.0,17.31718683856588
2019,6,13,15,18.0,15.5,85.0,21.0,17.255251710879655
2019,6,13,16,18.0,15.7,86.0,15.0,17.616357769534304
2019,6,13,17,17.2,14.7,85.0,18.0,16.42939715476762
2019,6,13,18,17.4,13.2,76.0,19.0,16.616139568615267
2019,6,13,19,13.8,13.3,97.0,14.0,12.575300641339712
2019,6,13,20,14.2,12.4,88.0,14.0,13.062227267364758
2019,6,13,21,13.4,12.5,94.0,11.0,12.438083945708524
2019,6,13,22,12.8,12.0,95.0,14.0,11.357984076277106
2019,6,13,23,12.6,11.3,92.0,14.0,11.11452076326458
2019,6,13,24,12.3,10.8,91.0,15.0,10.639386561652424
2019,6,14,1,12.0,10.2,89.0,20.0,9.791809997721064
2019,6,14,2,11.2,9.6,89.0,27.0,8.239102435841776
2019,6,14,3,11.1,9.1,88.0,23.0,8.409750519107337
2019,6,14,4,11.1,7.9,81.0,24.0,8.33111210448897
2019,6,14,5,10.6,7.1,79.0,25.0,7.617124005541191
2019,6,14,6,10.2,6.5,77.0,27.0,6.95476934050772
2019,6,14,7,10.2,6.1,76.0,25.0,7.106679595288624
2019,6,14,8,10.9,6.7,75.0,26.0,7.92569911829099
2019,6,14,9,13.2,7.5,68.0,27.0,10.807768626509883
2019,6,14,10,15.7,9.1,64.0,23.0,14.23940663571196
2019,6,14,11,17.3,9.1,58.0,36.0,15.713524849778288
2019,6,14,12,18.2,9.2,55.0,38.0,16.833877511387243
2019,6,14,13,19.6,9.3,51.0,27.0,19.02750043664784
2019,6,14,14,20.4,9.5,49.0,31.0,19.93069929093109
2019,6,14,15,21.0,8.4,44.0,28.0,20.795472014967068
2019,6,14,16,21.7,8.4,42.0,26.0,21.752814777812187
2019,6,14,17,20.0,10.8,55.0,28.0,19.507218245929582
2019,6,14,18,19.8,10.8,55.0,27.0,19.28436705571465
2019,6,14,19,19.0,10.6,58.0,23.0,18.42155124110224
2019,6,14,20,18.1,9.0,55.0,18.0,17.547315955110722
2019,6,14,21,17.0,8.8,58.0,18.0,16.180970754691373
2019,6,14,22,15.7,9.1,64.0,13.0,14.980709057234815
2019,6,14,23,16.4,8.8,60.0,16.0,15.579988649920969
2019,6,14,24,15.8,9.9,68.0,19.0,14.619975696090616
2019,6,15,1,15.5,9.6,68.0,21.0,14.110615698219478
2019,6,15,2,16.6,9.6,63.0,23.0,15.37999152809113
2019,6,15,3,16.3,9.6,64.0,22.0,15.057229683833684
2019,6,15,4,16.6,9.4,62.0,21.0,15.49425554378996
2019,6,15,5,16.1,9.8,66.0,21.0,14.865328341257923
2019,6,15,6,16.1,9.8,66.0,20.0,14.928438034200918
2019,6,15,7,16.2,10.3,68.0,17.0,15.258776500219296
2019,6,15,8,18.2,11.5,65.0,22.0,17.456313760352955
2019,6,15,9,17.7,11.3,66.0,27.0,16.587267555513137
2019,6,15,10,16.6,13.5,82.0,21.0,15.49425554378996
2019,6,15,11,17.5,12.6,73.0,25.0,16.422290082397957
2019,6,15,12,17.6,11.9,69.0,30.0,16.332330149108216
2019,6,15,13,15.7,14.1,90.0,30.0,13.870396324950883
2019,6,15,14,17.3,14.6,84.0,28.0,16.028933069528406
2019,6,15,15,17.9,14.2,78.0,27.0,16.844134174579942
2019,6,15,16,17.3,14.5,83.0,30.0,15.94360375582022
2019,6,15,17,17.7,15.1,85.0,26.0,16.631660829841373
2019,6,15,18,17.8,15.4,86.0,23.0,16.90077138459668
2019,6,15,19,17.5,15.8,90.0,17.0,16.86609656267749
2019,6,15,20,17.2,16.2,94.0,17.0,16.495176548264066
2019,6,15,21,17.0,16.5,97.0,13.0,16.553952726551003
2019,6,15,22,16.6,16.6,100.0,8.0,16.609327851147626
2019,6,15,23,15.9,15.9,100.0,6.0,16.11130458488583
2019,6,15,24,15.8,15.8,100.0,6.0,15.997240787898416
2019,6,16,1,15.7,15.5,99.0,7.0,15.712050385044764
2019,6,16,2,15.3,15.3,100.0,12.0,14.598366966327816
2019,6,16,3,14.2,14.2,100.0,18.0,12.70300115362395
2019,6,16,4,13.2,13.2,100.0,19.0,11.37620940323805
2019,6,16,5,12.0,10.6,91.0,23.0,9.550335411486502
2019,6,16,6,11.6,9.9,89.0,22.0,9.122653284022856
2019,6,16,7,11.5,9.7,89.0,18.0,9.34924475259465
2019,6,16,8,12.2,9.7,85.0,25.0,9.658901646551458
2019,6,16,9,12.9,9.4,79.0,28.0,10.360616485763511
2019,6,16,10,12.9,9.5,80.0,24.0,10.62033547578068
2019,6,16,11,13.6,10.0,79.0,27.0,11.321501864643508
2019,6,16,12,14.0,10.3,78.0,23.0,12.084968505662427
2019,6,16,13,14.8,10.5,75.0,16.0,13.611384631247727
2019,6,16,14,15.5,10.6,73.0,12.0,14.838883318501397
2019,6,16,15,16.0,10.7,70.0,10.0,15.65521971223097
2019,6,16,16,16.1,11.4,73.0,7.0,16.173580780662203
2019,6,16,17,16.2,11.4,73.0,7.0,16.288963379566553
2019,6,16,18,16.4,11.0,70.0,10.0,16.129466459871274
2019,6,16,19,17.4,11.2,67.0,4.0,18.196338948915784
